도입_URL,가게이름,카테고리,전체평점,방문자리뷰,리뷰작성자,리뷰작성수,리뷰내용,방문시간,X3_Sentiment,X1_Organic_Count,X2_Ad_Count,X1_Organic_Ratio,X2_Ad_Ratio,X1_Organic_Flag,X2_Ad_Flag,X4_Specificity,X5_rating_mean,X6_review_num,X7_content_sim,X8_Is_Viral,label,is_StrongLabeled,validated_label,ad_prob,ad_pred,text_len
"https://map.naver.com/p/entry/place/1590101380?c=13.00,0,0,0,dh",타슈켄트,터키음식,미공개,23,찬란한밤2,13,"인하대 친구 추천으로 케밥맛집 방문했어요!!
다양한 메뉴들이 있고 맛있어서 자주 와야겠어요!
사장님 넘넘 친절하셨어요! ㅎㅎ
케밥맛집인정!!💜",,0.504450619,2,1,0.125,0.0625,1,1,79,3,13,1,0,-1,FALSE,0,0.350745072,1,79
"https://map.naver.com/p/entry/place/2098595079?c=13.00,0,0,0,dh",행컵 인하대점,"도시락,컵밥",미공개,273,hoiionss,14,"인후에서 혼밥하기 좋은 컵밥 가게 !
방문하면 방문 할인이 있고, 포장도 가능해서 좋아요 ☺️
양도 많아서 배부르게 잘 먹었습니다.",2025-09-09,0.503279686,0,0,0,0,0,0,75,3,14,0.039215686,0,-1,FALSE,1,0.345325061,1,75
"https://map.naver.com/p/entry/place/1102006774?c=13.00,0,0,0,dh",샐러리아 인하대점,"다이어트,샐러드",미공개,634,OHSUSU,14,닭가슴살 포케만 먹어보다가 부채살 포케를 시켰어요 !! 넘 탐스러운 비주얼 .. 🤑⚡️💕 매장도 넓고 깔끔해서 좋아요,2025-03-13,0.503599524,0,1,0,0.0625,0,1,65,3,14,0.047988506,0,-1,FALSE,0,0.485462918,1,65
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,맛집찾는공주,285,"인하대 화양연화 다녀왔어요!
1차로 가서 반주하기도 좋고, 2~3차로 가서 간단한 메뉴로 먹기에도 좋아요.
분위기도 너무 좋아서 홍콩여행 다녀온 기분입니다ㅋㅋㅋ 단체로 모임하기에도 너무 좋아보입니다아!",,0.505201638,1,1,0.043478261,0.043478261,1,1,112,3,285,0.009603489,0,-1,FALSE,0,0.205564071,1,112
"https://map.naver.com/p/entry/place/1191584867?c=13.00,0,0,0,dh",두찜 인천인하대점,찜닭,미공개,569,김기루,14,6만원 지불했는데 음식에서 철수세미나왔습니다 ,,0.547133744,0,1,0,0.25,0,1,25,3,14,0,0,-1,FALSE,0,0.21127555,1,25
"https://map.naver.com/p/entry/place/1710907962?c=13.00,0,0,0,dh",뭉클로 샌드위치 디저트,샌드위치,미공개,140,뿌비9,32,너무 맛있어요💜💜👍 재료도 든든히 들어가있구 가격도 저렴해용 ,,0.502303302,0,0,0,0,0,0,34,3,32,0.079695767,0,-1,FALSE,1,0.221799131,1,34
"https://map.naver.com/p/entry/place/1679084400?c=13.00,0,0,0,dh",소주집,한식,미공개,89,깝죽이0,152,"가격이 너무 비싸긴 한데 분위기가 좋습니다.
많이 가지는 않을 거 같아요",,0.935323298,0,0,0,0,0,0,40,3,152,0.112911091,0,-1,FALSE,0,0.353051347,1,40
"https://map.naver.com/p/entry/place/1307296974?c=13.00,0,0,0,dh",마포생갈비 용현점,"육류,고기요리",4.63,216,has****,556,"동네맛집~~~
저렴한 가격에 고기도 맛있어요...
사이드 메뉴로 나오는 김치찌개 계란찜 👍",2025-07-04,0.50388056,1,1,0.090909091,0.090909091,1,1,50,3,556,0.056301533,0,-1,FALSE,0,0.515652868,1,50
"https://map.naver.com/p/entry/place/1678525038?c=13.00,0,0,0,dh",삼청당 인하대점,분식,미공개,620,IllIlIllll19,14,늘 와보고 싶었는데 이제 처음 오네요! 다이어트 시작해서 남자친구가 같이 오자고 했어요 ㅎㅎ 근데 떡볶이 맛있어보여서 시켰습니다 ㅋㅋㅋ 음식이 맛있어 보이고 건강해보여서 좋네요. 밥을 현미로 바꿀 수 있어요!,,0.534717679,0,1,0,0.035714286,0,1,116,3,14,0,0,-1,FALSE,0,0.229611096,1,116
"https://map.naver.com/p/entry/place/1208133928?c=13.00,0,0,0,dh",청진동해장국 인하대점,해장국,미공개,268,전 화 위 복,1,"솔직리뷰!
1. 여기 단골인데 순대국밥 맛집임!
2. 개인적으로 인하대에서 순대국밥으로는 가장 맛난 곳!
3. 뼈해장국도 맛남, 배고플 때 뼈특이나 순특 드시면 엄청 배불리 맛나게 즐길 수 있음
4. 밥통 옆에 반찬있는데 오징어젓갈,쌈장 등 있으니 퍼서 드시길(기본제공X)
5. 학생은 밥 직접 퍼서 추가해서 먹을 수 있음!",,0.530349612,1,0,0.022222222,0,1,0,182,3,1,0.019781206,0,1,FALSE,0,0.291943412,1,182
"https://map.naver.com/p/entry/place/36004062?c=13.00,0,0,0,dh",맛사랑,한식,미공개,403,ksa****,811,"명절음식 여기서 골고루 다 샀어요. 재료도 비싸고, 하기도 힘드니~",,0.409061074,0,1,0,0.111111111,0,1,37,3,811,0.029014785,0,-1,FALSE,0,0.289133556,1,37
"https://map.naver.com/p/entry/place/1470889138?c=13.00,0,0,0,dh",화양연화,요리주점,미공개,636,채채2023,15,매장도 굉장히 넓고 마라전골도 너무 맛있어요☺️ 다같이 와서 술 한잔 하기에도 좋은 것 같아요!,2025-06-17,0.504753649,0,0,0,0,0,0,53,3,15,0,1,-1,FALSE,1,0.404016995,1,53
