도입_URL,가게이름,카테고리,전체평점,방문자리뷰,리뷰작성자,리뷰작성수,리뷰내용,방문시간,X3_Sentiment,X1_Organic_Count,X2_Ad_Count,X1_Organic_Ratio,X2_Ad_Ratio,X1_Organic_Flag,X2_Ad_Flag,X4_Specificity,X5_rating_mean,X6_review_num,X7_content_sim,X8_Is_Viral,label,is_StrongLabeled,validated_label,ad_prob,ad_pred,text_len
"https://map.naver.com/p/entry/place/1770290012?c=15.00,0,0,0,dh",커리야,인도음식,4.62,907,bee****,3,ㄴㅁㄴㅁ맛잇어요 또 오고 싶어요 🥰💕,2025-10-28,0.503591895,0,0,0.0,0.0,0,0,20,3,3,0.0,0,-1,0,0.0,0.087375362,1,20
"https://map.naver.com/p/entry/place/1691680844?c=13.00,0,0,0,dh",육쌈냉면 인하대점,냉면,미공개,942,써니수뉘,21,"오랫만에 육쌈냉면 생각나서 갔는데 서비스도 그닥이고
냉면맛도 별로, 고기맛은 괜찮은데 금방 나온건데도 따뜻한기가 없네요",,0.764234662,0,0,0.0,0.0,0,0,66,3,21,0.0,0,-1,0,0.0,0.108957022,1,66
"https://map.naver.com/p/entry/place/1087559229?c=13.00,0,0,0,dh",스톡홀름 샐러드,"다이어트,샐러드",미공개,359,globyoul,1,맛있어요!! 근데 앉아서 먹고 갈 수 있는 공간이 넓어졌음 좋겠어요,,0.877294421,0,0,0.0,0.0,0,0,37,3,1,0.024137504,0,-1,0,0.0,0.095759028,1,37
"https://map.naver.com/p/entry/place/1044258426?c=13.00,0,0,0,dh",화경양꼬치,양꼬치,미공개,249,클리키81,5,맛있다는 말로 밖에 표현을 할 수가 없네요,,0.331697613,0,0,0.0,0.0,0,0,23,3,5,0.0,0,-1,0,1.0,0.09273052,1,23
"https://map.naver.com/p/entry/place/1242873534?c=13.00,0,0,0,dh",내동칼국수,"칼국수,만두",미공개,167,wjswl1205,476,"옹심이 칼국수 먹었는데 맛은 있어요!! 옹심이도 쫄깃하고 안에 만두처럼 소가 들어가 있어서 좋았어요!!
근데 ㅠㅠ 매장이 좀 심각하게 위생적이지 못해요..들어갔을때 담배냄새도 좀 나고 파리도 날라다니고... 육수 끓이는 용기도 보니간 설거지 오래 안하신건지 누런때가 붙어있어요, 우산꽂이가 주방안에 있고요
위생이 중요하신분들은 가지마세요...저도 한번 먹고 안갈려고요",,0.863571107,0,0,0.0,0.0,0,0,205,3,476,0.115555556,0,0,0,0.0,0.079917105,0,205
"https://map.naver.com/p/entry/place/1398227881?c=13.00,0,0,0,dh",시장을여는사람들 인하대점,요리주점,미공개,44,짱똘공주,97,후문에 시여사 생겨서 너무 좋아요👍🏻👍🏻,,0.503672659,0,0,0.0,0.0,0,0,22,3,97,0.1,0,-1,0,0.0,0.14721369,1,22
"https://map.naver.com/p/entry/place/1621793170?c=15.00,0,0,0,dh",오드룸,바(BAR),미공개,48,Khan57,37,매장도 넓고 안주도 맛있어요~ 음악선곡도 좋고 진짜 강추입니닷,2025-07-09,0.502975762,0,0,0.0,0.0,0,0,34,3,37,0.0,0,-1,0,0.0,0.102639683,1,34
"https://map.naver.com/p/entry/place/1409029896?c=13.00,0,0,0,dh",이치라멘&돈가츠,음식점,미공개,155,ㅎㅎ5797,1,"라멘먹었는데 진짜 너무 짜요..
거의 소금국….ㅠㅠㅠㅠㅠ",,0.381632775,0,0,0.0,0.0,0,0,31,3,1,0.072115793,0,-1,0,0.0,0.101299764,1,31
"https://map.naver.com/p/entry/place/1953650417?c=13.00,0,0,0,dh",두루정 인하대점,한식,미공개,418,mmmch,20,"쭈삼 두루치기 너무 맛있고 가게가 깔끔하고 친절해요
다음에 또 오고싶은 맛집입니다!
인하대 후문에서 꼭 가봐야 할 집이에요",2025-10-31,0.507163823,1,0,0.058823529,0.0,1,0,68,3,20,0.025987006,0,-1,0,0.0,0.085165885,0,68
"https://map.naver.com/p/entry/place/124642557?c=13.00,0,0,0,dh",오하요,일식당,미공개,539,혜진11,6,"연어장 덮밥 연어가 7점인가가 끝..
밥에도 특별히 소스가 있거나 하진 않음
메뉴 사진과는 매우 다른 차이점..
근데 12000원..
꼭 드시려면 연어장은 비추",,0.853992581,1,1,0.045454545,0.045454545,1,1,90,3,6,0.0,0,-1,0,0.0,0.082218357,0,90
